X,Y,dow
427109,6696081,2.0
385502,6671656,2.0
273914,6638933,2.0
393166,6676173,2.0
392137,6676078,2.0
384874,6673508,2.0
378096,6734328,2.0
427389,6761411,2.0
391609,6671278,2.0
385707,6672340,2.0
430244,7210477,2.0
228756,7006728,2.0
445844,7372946,2.0
445544,7375444,2.0
481143,7479280,2.0
421682,7228454,2.0
597711,6860888,2.0
545062,6909704,2.0
331716,6817257,2.0
481462,6749452,2.0
427888,6761638,2.0
374665,6672773,2.0
385214,6671683,2.0
374071,6677243,2.0
357653,6667627,2.0
457432,6702618,2.0
391635,6689036,2.0
389343,6681405,2.0
384792,6671583,2.0
390915,6685450,2.0
395222,6706952,2.0
394498,6678423,2.0
440465,7377060,2.0
428537,7211437,2.0
338794,6989741,2.0
231820,7009259,2.0
287497,7068088,2.0
532319,6970193,2.0
534109,6974013,2.0
599506,7317587,2.0
542908,6909115,2.0
643510,6942471,2.0
433598,6901406,2.0
326547,6822594,2.0
327297,6822479,2.0
330455,6819256,2.0
240298,6714642,2.0
329154,6822402,2.0
289195,7068864,2.0
221505,6828063,2.0
282453,6755367,2.0
322754,6825244,2.0
375453,6879453,2.0
250330,6799780,2.0
319354,6823149,2.0
434629,6942126,2.0
340095,6797414,2.0
239839,6711080,2.0
242909,6709203,2.0
324625,6825812,2.0
241105,6707159,2.0
378915,6735320,2.0
484635,6746053,2.0
481275,6749141,2.0
242920,6710019,2.0
479876,6751809,2.0
597678,6788479,2.0
286724,6700289,2.0
205350,6787831,2.0
227156,6821155,2.0
391654,6687740,2.0
383661,6678913,2.0
382466,6675412,2.0
397334,6675940,2.0
387585,6688219,2.0
379472,6678872,2.0
382305,6720433,2.0
385247,6674633,2.0
391404,6676084,2.0
357235,6668739,2.0
392355,6688599,2.0
385634,6677772,2.0
391040,6684663,2.0
385999,6675021,2.0
383925,6674543,2.0
386106,6675470,2.0
385718,6671799,2.0
386409,6673202,2.0
386560,6673086,2.0
385282,6671546,2.0
534360,6974227,2.0
231901,7006740,2.0
251127,6931117,2.0
534346,6972998,2.0
309480,7082833,2.0
535277,6973576,2.0
332623,6817587,2.0
338806,6989947,2.0
244560,6709277,2.0
324559,6823599,2.0
434837,6902426,2.0
436169,6899602,2.0
436169,6899602,2.0
238079,6710386,2.0
239216,6710499,2.0
327259,6822726,2.0
328192,6822577,2.0
384898,6674509,2.0
239239,6710337,2.0
240392,6710448,2.0
393955,6684220,2.0
406516,6686288,2.0
428545,6761247,2.0
381519,6682759,2.0
390851,6675418,2.0
394018,6676348,2.0
382679,6675542,2.0
383943,6674165,2.0
545386,6909454,2.0
533305,6967728,2.0
288103,7068234,2.0
288474,6967473,2.0
537558,7122697,2.0
308699,7084917,2.0
446160,6920243,2.0
324283,6823653,2.0
300121,6989365,2.0
233922,7006688,2.0
223154,6827641,2.0
327994,6822086,2.0
328098,6821983,2.0
208342,6917419,2.0
203755,6790321,2.0
331889,6817528,2.0
325042,6823428,2.0
435100,6901805,2.0
329010,6822909,2.0
227884,7008267,2.0
288845,7068636,2.0
216281,6831594,2.0
315657,6747049,2.0
495799,6709984,2.0
374387,6671528,2.0
222405,6827721,2.0
381400,6682152,2.0
395511,6692329,2.0
395016,6679618,2.0
382014,6725510,2.0
384834,6671851,2.0
386832,6673266,2.0
384465,6674685,2.0
383903,6675805,2.0
385515,6671500,2.0
386064,6674926,2.0
385477,6675473,2.0
229243,7008173,2.0
514838,6840126,2.0
536452,6974941,2.0
287204,7067053,2.0
290286,6965948,2.0
519933,7026684,2.0
322677,6824023,2.0
340088,6797119,2.0
325190,6822245,2.0
240139,6714763,2.0
326352,6823101,2.0
286721,6700798,2.0
316273,6746063,2.0
331201,6822240,2.0
223297,6830063,2.0
221556,6827876,2.0
240220,6711851,2.0
223322,6827967,2.0
239087,6710889,2.0
221996,6827708,2.0
383469,6675809,2.0
286713,6700548,2.0
221249,6827792,2.0
389127,6680763,2.0
388936,6682522,2.0
384529,6722453,2.0
380227,6684985,2.0
358638,6684105,2.0
396013,6705516,2.0
424931,6760021,2.0
427370,6695956,2.0
387680,6676134,2.0
387314,6678760,2.0
375787,6673561,2.0
427347,6760722,2.0
382621,6670577,2.0
392711,6689214,2.0
386693,6673389,2.0
389979,6678396,2.0
388466,6677172,2.0
389806,6674038,2.0
390683,6674661,2.0
390096,6679721,2.0
385345,6670955,2.0
534868,6973424,2.0
605503,7048638,2.0
290282,6965949,2.0
287997,6969707,2.0
371854,7304702,2.0
235017,7010769,2.0
426358,7212728,2.0
642952,6944290,2.0
326771,6816178,2.0
428240,7210867,2.0
241784,6711461,2.0
317834,6825244,2.0
239939,6710341,2.0
239021,6710383,2.0
448061,6786377,2.0
497597,6702511,2.0
284543,6754293,2.0
238153,6713865,2.0
214423,6836523,2.0
281425,6807347,2.0
483724,6748390,2.0
428322,6762495,2.0
362688,6763890,2.0
205404,6789517,2.0
395594,6680358,2.0
496340,6702650,2.0
496754,6703607,2.0
381316,6682302,2.0
387723,6683624,2.0
374932,6680536,2.0
430395,6761015,2.0
385213,6674637,2.0
384183,6674310,2.0
393927,6679228,2.0
382691,6677120,2.0
385611,6670404,2.0
386231,6670737,2.0
388303,6681112,2.0
533250,6967772,2.0
536531,7122840,2.0
482517,7478114,2.0
562575,6821831,2.0
378863,7171523,2.0
234053,7004830,2.0
289075,6968790,2.0
251524,6930490,2.0
641576,6944392,2.0
287694,7067550,2.0
513515,6838713,2.0
534296,6976824,2.0
432885,7207631,2.0
290439,6969475,2.0
598500,7317226,2.0
431353,7211257,2.0
379540,7173647,2.0
331281,6816328,2.0
334967,6821051,2.0
441143,6902138,2.0
435491,6902198,2.0
329507,6822359,2.0
287993,6969214,2.0
239845,6712021,2.0
328636,6823320,2.0
320422,6824172,2.0
329157,6822628,2.0
235989,6712203,2.0
436300,6902882,2.0
332781,6903818,2.0
438336,6905367,2.0
223286,6828055,2.0
435539,6758241,2.0
496635,6702895,2.0
220684,6828250,2.0
427950,6761626,2.0
238440,6708858,2.0
285395,6752597,2.0
238751,6711154,2.0
223368,6828179,2.0
240167,6807542,2.0
483909,6746313,2.0
359108,6764136,2.0
203947,6789883,2.0
237539,6709924,2.0
379502,6737583,2.0
595546,6786994,2.0
220711,6827036,2.0
195319,6753956,2.0
396801,6675872,2.0
358284,6669417,2.0
361715,6764598,2.0
426501,6696037,2.0
313101,6663265,2.0
273991,6639809,2.0
394833,6682638,2.0
386508,6676670,2.0
382319,6682392,2.0
386885,6672752,2.0
383035,6682340,2.0
392045,6671500,2.0
390228,6674352,2.0
395590,6675815,2.0
389023,6682861,2.0
386173,6680392,2.0
384023,6670891,2.0
386209,6677532,2.0
383583,6671260,2.0
385970,6670408,2.0
384400,6674172,2.0
394044,6676838,2.0
382481,6670633,2.0
393803,6676820,2.0
306573,7086896,2.0
544335,6909791,2.0
513829,6836926,2.0
228565,7007969,2.0
287600,7068068,2.0
535797,7122058,2.0
313699,6819006,2.0
434845,6902426,2.0
242609,6713212,2.0
225499,6828690,2.0
481367,6749348,2.0
224932,6824743,2.0
496371,6702676,2.0
479977,6752541,2.0
496425,6708785,2.0
424754,6761179,2.0
370046,6676330,2.0
393696,6689021,2.0
383901,6722388,2.0
357783,6668248,2.0
273426,6639532,2.0
387892,6685837,2.0
378508,6678087,2.0
378917,6679119,2.0
361219,6767364,2.0
378802,6681846,2.0
382354,6684560,2.0
391295,6696268,2.0
391388,6685691,2.0
384889,6673624,2.0
390859,6674653,2.0
396317,6678659,2.0
382634,6680175,2.0
383824,6675235,2.0
384583,6670695,2.0
384684,6671912,2.0
396631,6675949,2.0
386469,6674602,2.0
391613,6679135,2.0
387823,6676149,2.0
386427,6673037,2.0
641104,6944303,2.0
230482,7005493,2.0
507625,6907555,2.0
429084,7211498,2.0
332185,6819590,2.0
439413,7218788,2.0
329045,6819888,2.0
239656,6710916,2.0
195973,6753469,2.0
426774,6761886,2.0
408339,6723511,2.0
391137,6685742,2.0
238118,6711702,2.0
423878,6763726,2.0
396751,6705231,2.0
376168,6695206,2.0
378024,6672797,2.0
393825,6707283,2.0
387853,6684197,2.0
386972,6674242,2.0
379433,6672441,2.0
393663,6676548,2.0
383422,6678367,2.0
385203,6671854,2.0
386192,6674297,2.0
384671,6671136,2.0
387222,6673740,2.0
288914,7009446,2.0
288093,7068238,2.0
513999,6839162,2.0
247284,6992976,2.0
534621,6977193,2.0
326838,6822777,2.0
330819,6821869,2.0
641764,6943648,2.0
535497,6966403,2.0
328110,6821980,2.0
322436,6823778,2.0
243606,6709397,2.0
202764,6790438,2.0
324131,6823769,2.0
239201,6711416,2.0
363243,6765127,2.0
222778,6827596,2.0
427624,6759995,2.0
448055,6785918,2.0
448628,6785729,2.0
387211,6685352,2.0
394061,6691283,2.0
384557,6674143,2.0
382469,6683331,2.0
376367,6697652,2.0
386491,6673906,2.0
383898,6722385,2.0
390941,6689319,2.0
386781,6686282,2.0
384873,6670225,2.0
369889,6677664,2.0
316605,6664186,2.0
384519,6674266,2.0
387654,6677069,2.0
389428,6674144,2.0
386640,6674017,2.0
387036,6674095,2.0
389588,6678390,2.0
386392,6673240,2.0
392279,6676259,2.0
383435,6678802,2.0
383148,6679136,2.0
385053,6672960,2.0
385299,6679601,2.0
385284,6671852,2.0
383164,6677799,2.0
394028,6676312,2.0
390676,6674723,2.0
443489,7375679,2.0
534273,6973350,2.0
427990,7210840,2.0
534727,6973590,2.0
220577,6827406,2.0
433795,6901739,2.0
235832,6715638,2.0
559739,6768876,2.0
592172,6787387,2.0
237867,6713646,2.0
428171,6696514,2.0
302542,6653882,2.0
387813,6684278,2.0
387164,6685276,2.0
387340,6678524,2.0
384653,6672856,2.0
386884,6674701,2.0
514001,6842134,2.0
542447,6863031,2.0
429026,7205833,2.0
331463,6816409,2.0
333610,6818418,2.0
434986,6901772,2.0
332376,6817091,2.0
331564,6785701,2.0
436225,6903647,2.0
478921,6752238,2.0
239266,6711083,2.0
242598,6711522,2.0
286065,6752748,2.0
239971,6715702,2.0
203352,6789147,2.0
449082,6786440,2.0
427401,6760803,2.0
483839,6748098,2.0
239266,6711083,2.0
237924,6711794,2.0
241570,6710276,2.0
379357,6734805,2.0
457619,6702696,2.0
564603,6770090,2.0
221602,6828051,2.0
495101,6750967,2.0
426208,6695953,2.0
394887,6697512,2.0
381176,6676387,2.0
387216,6671757,2.0
392069,6675974,2.0
424729,6694530,2.0
386143,6674533,2.0
373447,6691495,2.0
385106,6671953,2.0
386248,6672556,2.0
383950,6674513,2.0
385224,6671310,2.0
382076,6671235,2.0
393822,6676781,2.0
384323,6674483,2.0
398484,6677925,2.0
393859,6679177,2.0
435974,6900546,2.0
321312,6819282,2.0
242571,6709420,2.0
645531,6945879,2.0
533957,6973353,2.0
222845,6828138,2.0
322205,6823399,2.0
394441,6676653,2.0
377329,6677733,2.0
380619,6683082,2.0
426585,6697705,2.0
386329,6674688,2.0
397281,6675929,2.0
385481,6675452,2.0
383212,6679570,2.0
383984,6674487,2.0
642385,6944903,2.0
310626,7083621,2.0
611310,7014330,2.0
602439,6859755,2.0
510750,6837909,2.0
238027,6715830,2.0
286705,6699485,2.0
228677,6715102,2.0
498382,6710827,2.0
390735,6674726,2.0
391936,6685412,2.0
374402,6671093,2.0
387898,6685833,2.0
386731,6672566,2.0
390973,6684222,2.0
391334,6674159,2.0
382325,6675364,2.0
384687,6674162,2.0
388322,6682738,2.0
396540,6677121,2.0
384640,6671914,2.0
385546,6675179,2.0
596452,6861976,2.0
195379,6754304,2.0
323186,6825463,2.0
328668,6820148,2.0
329425,6822721,2.0
331736,6816525,2.0
328095,6821998,2.0
238154,6715761,2.0
239111,6712786,2.0
286714,6700463,2.0
316380,6747921,2.0
391949,6689025,2.0
227643,6820447,2.0
427791,6761808,2.0
262373,6707360,2.0
370200,6672420,2.0
383664,6675165,2.0
386408,6673062,2.0
382808,6679136,2.0
375435,6695916,2.0
323424,6826045,2.0
324906,6823497,2.0
314884,6821243,2.0
319099,6826607,2.0
239676,6711654,2.0
239384,6710756,2.0
567841,6770951,2.0
391030,6675779,2.0
384780,6672411,2.0
314503,6664026,2.0
226491,6713776,2.0
244537,6705747,2.0
385750,6671906,2.0
385572,6674967,2.0
238766,6711167,2.0
379378,6684745,2.0
228255,6715574,2.0
387459,6685751,2.0
386766,6686273,2.0
428400,6762141,2.0
273944,6963007,2.0
566653,6772664,2.0
252306,6801225,2.0
440696,6776025,2.0
315994,6774537,2.0
484512,6748711,2.0
700753,6954776,2.0
427211,7208784,2.0
370891,7476078,2.0
468558,7183015,2.0
384528,6688904,2.0
360921,7541785,2.0
390998,6684608,2.0
491188,6753862,2.0
392050,7286582,2.0
427859,7210898,2.0
427323,6759425,2.0
465025,6737959,2.0
395590,6677741,2.0
234172,6714674,2.0
491126,6704083,2.0
337094,6798473,2.0
211856,6761090,2.0
203822,6801461,2.0
534838,7121372,2.0
382383,6682652,2.0
321802,6819267,2.0
278518,6804439,2.0
216207,6828363,2.0
428999,7210280,2.0
446937,7382964,2.0
328937,6970537,2.0
510703,7046849,2.0
275998,6807221,2.0
236026,6715630,2.0
463891,6751200,2.0
393457,6677232,2.0
395456,6697684,2.0
387586,6688885,2.0
368298,6671080,2.0
393658,6676067,2.0
244658,6709445,2.0
491307,6728657,2.0
236010,6701212,2.0
383107,6918395,2.0
377509,6817931,2.0
512744,6905368,2.0
317117,6665209,2.0
385082,6776325,2.0
563470,6768964,2.0
238025,6711779,2.0
305705,6833228,2.0
333113,6787668,2.0
200402,6693062,2.0
260860,7008974,2.0
431027,7198567,2.0
475388,6865166,2.0
413397,7183561,2.0
375466,7503012,2.0
391284,7056053,2.0
232295,6723048,2.0
221633,6828105,2.0
339137,6819354,2.0
286631,6701710,2.0
376888,6739980,2.0
387252,6688591,2.0
270341,6739335,2.0
255480,6763178,2.0
489149,6754981,2.0
310383,6660463,2.0
408495,6693006,2.0
204516,6845937,2.0
281568,6805801,2.0
429744,7207594,2.0
652414,6889349,2.0
403960,6859007,2.0
283874,6702294,2.0
255061,6933008,2.0
398524,6677907,2.0
434107,7207983,2.0
647072,6946602,2.0
557490,6915374,2.0
509077,6908026,2.0
215261,6707412,2.0
533134,6973781,2.0
300284,6771206,2.0
326422,6790565,2.0
218344,6824357,2.0
295581,7001432,2.0
482166,6748125,2.0
427816,6761919,2.0
684461,6898854,2.0
327878,6823333,2.0
436542,6903496,2.0
283608,6801988,2.0
239573,6711039,2.0
434940,6897041,2.0
442572,6994486,2.0
329038,6820547,2.0
496398,6708539,2.0
389864,6681205,2.0
344817,7082072,2.0
247207,6994226,2.0
589293,7332366,2.0
380484,7107177,2.0
250852,6718067,2.0
382929,6735216,2.0
406069,6750711,2.0
632247,6821098,2.0
510573,7064269,2.0
545951,6862928,2.0
327868,6817508,2.0
239181,6710733,2.0
363002,6760450,2.0
398836,6677746,2.0
357904,6666973,2.0
229628,7007730,2.0
598810,6861139,2.0
401025,6854524,2.0
286663,6701193,2.0
366911,6787340,2.0
347934,6821583,2.0
201789,6781614,2.0
285196,6680551,2.0
389565,6693065,2.0
306833,6667360,2.0
594531,6783149,2.0
387416,6688430,2.0
379912,6682082,2.0
393891,6679449,2.0
403401,6858332,2.0
351611,6867794,2.0
375457,6695993,2.0
386309,6676042,2.0
425114,6694335,2.0
569536,6946174,2.0
368892,7315678,2.0
537510,7120753,2.0
452897,6845887,2.0
483926,6747973,2.0
496776,6702725,2.0
387520,6688540,2.0
395998,6674827,2.0
393508,6677440,2.0
535790,6974720,2.0
413697,7195669,2.0
193448,6763125,2.0
525723,7394655,2.0
534805,7122675,2.0
419881,6744481,2.0
423185,6695500,2.0
372184,6705407,2.0
399728,6679312,2.0
479358,6698477,2.0
456798,6759209,2.0
442710,6903987,2.0
233292,6813551,2.0
241032,6710991,2.0
464421,6853611,2.0
483637,6749783,2.0
470849,6917671,2.0
426170,6919690,2.0
483814,6747970,2.0
391920,6685433,2.0
234507,6715177,2.0
398559,6688914,2.0
379513,6684328,2.0
387466,6685532,2.0
382565,6675968,6.0
382587,6675852,6.0
382567,6675840,6.0
378802,6676667,6.0
366409,6679655,6.0
364906,6681270,6.0
361956,6682534,6.0
358817,6685296,6.0
357115,6686259,6.0
356481,6686480,6.0
352743,6686956,6.0
345263,6688294,6.0
341226,6686466,6.0
301751,6698691,6.0
283667,6704996,6.0
282328,6705504,6.0
274164,6706269,6.0
255049,6709272,6.0
252614,6709465,6.0
248080,6707426,6.0
244626,6707402,6.0
243068,6708069,6.0
243046,6708069,6.0
242478,6709254,6.0
353810,6688010,6.0
353153,6690217,6.0
352164,6697137,6.0
352852,6698378,6.0
353470,6701316,6.0
350100,6710445,6.0
347454,6715271,6.0
346187,6717142,6.0
346033,6717305,6.0
345152,6717947,6.0
342787,6719691,6.0
322825,6736161,6.0
321784,6738426,6.0
321157,6739165,6.0
320205,6740401,6.0
316489,6745024,6.0
310251,6752614,6.0
308868,6754593,6.0
306890,6756893,6.0
305066,6759023,6.0
289262,6769761,6.0
288433,6770267,6.0
287455,6770955,6.0
282535,6774816,6.0
282496,6774846,6.0
280849,6776435,6.0
280395,6777012,6.0
278129,6779751,6.0
272580,6785307,6.0
267146,6789513,6.0
263262,6790528,6.0
261156,6791364,6.0
253701,6795858,6.0
253496,6796027,6.0
235801,6809730,6.0
231493,6814818,6.0
220540,6828575,6.0
220039,6828963,6.0
218227,6830621,6.0
216140,6832535,6.0
212660,6835982,6.0
210927,6838583,6.0
381005,6687049,6.0
380630,6688505,6.0
380177,6689273,6.0
379106,6692674,6.0
379549,6697220,6.0
381344,6714476,6.0
379479,6720243,6.0
379666,6721024,6.0
379775,6726131,6.0
376784,6730990,6.0
376782,6731080,6.0
376284,6733413,6.0
376185,6736317,6.0
376147,6738092,6.0
368716,6750234,6.0
350922,6774709,6.0
345639,6778841,6.0
336382,6784722,6.0
335623,6785236,6.0
334604,6786013,6.0
330686,6788855,6.0
330217,6790348,6.0
330256,6792423,6.0
330197,6795777,6.0
328140,6811401,6.0
327220,6818501,6.0
324184,6818430,6.0
317735,6822702,6.0
317291,6823165,6.0
317207,6823465,6.0
316746,6829759,6.0
314586,6831004,6.0
304101,6836432,6.0
302536,6836830,6.0
296950,6844760,6.0
296069,6848931,6.0
287266,6859555,6.0
286465,6861750,6.0
289453,6874070,6.0
277845,6940542,6.0
277589,6940851,6.0
267881,6949224,6.0
259194,6971485,6.0
248615,6991338,6.0
238935,6997594,6.0
237731,6998361,6.0
233714,7000994,6.0
394486,6684273,6.0
395822,6690504,6.0
396874,6701583,6.0
398354,6710677,6.0
400761,6715149,6.0
401212,6716058,6.0
404015,6719242,6.0
409976,6727383,6.0
412628,6729952,6.0
417429,6739517,6.0
417602,6739898,6.0
417601,6739973,6.0
422302,6748622,6.0
425833,6755441,6.0
444550,6779728,6.0
446144,6782617,6.0
448633,6799979,6.0
449005,6808172,6.0
445695,6816390,6.0
447141,6826146,6.0
449765,6838654,6.0
446511,6886832,6.0
436119,6902375,6.0
436147,6902879,6.0
433134,6910434,6.0
433134,6910436,6.0
432844,6913442,6.0
432754,6914373,6.0
432735,6920142,6.0
432175,6934496,6.0
431901,6936791,6.0
432159,6939053,6.0
432807,6941604,6.0
433160,6942054,6.0
439674,6974048,6.0
439853,6975413,6.0
439880,6975615,6.0
431691,7018336,6.0
432224,7032999,6.0
432360,7034607,6.0
447752,7072413,6.0
444428,7125027,6.0
440903,7146380,6.0
431177,7181629,6.0
430708,7203296,6.0
429714,7206560,6.0
429542,7207422,6.0
429507,7208676,6.0
429630,7209707,6.0
426732,7218046,6.0
426298,7220576,6.0
426202,7221785,6.0
426389,7223591,6.0
418872,7270113,6.0
418565,7272086,6.0
412058,7282825,6.0
401715,7285302,6.0
398868,7285562,6.0
398769,7285542,6.0
389845,7291200,6.0
388001,7307576,6.0
389204,7310375,6.0
394286,7319482,6.0
407975,7337521,6.0
425256,7352071,6.0
427303,7361842,6.0
435956,7370370,6.0
436664,7371185,6.0
437517,7372129,6.0
451390,7382502,6.0
452675,7383075,6.0
468390,7424602,6.0
482273,7474910,6.0
488154,7504197,6.0
495662,7543008,6.0
504368,7557852,6.0
508106,7638583,6.0
461581,6804070,6.0
500308,6827551,6.0
510152,6835731,6.0
517783,6841357,6.0
518384,6841267,6.0
522154,6841757,6.0
523971,6842174,6.0
531427,6850036,6.0
542365,6865256,6.0
542040,6873952,6.0
542880,6883487,6.0
545168,6906993,6.0
544635,6908253,6.0
540669,6924847,6.0
537191,6930524,6.0
531417,6968631,6.0
531942,6972229,6.0
534158,6987199,6.0
522984,7016521,6.0
522146,7021751,6.0
520653,7025428,6.0
517398,7031552,6.0
521708,7081642,6.0
521971,7101921,6.0
521888,7110117,6.0
524280,7112989,6.0
524322,7113090,6.0
526164,7115997,6.0
531569,7120233,6.0
539362,7124960,6.0
549914,7132207,6.0
551202,7133558,6.0
593269,7193318,6.0
589316,7197864,6.0
585380,7209412,6.0
591901,7229935,6.0
595054,7240368,6.0
596792,7244577,6.0
595965,7284253,6.0
600443,7293532,6.0
601356,7298464,6.0
602630,7301035,6.0
600862,7310964,6.0
599851,7312331,6.0
597259,7332050,6.0
595735,7342535,6.0
521451,7399605,6.0
521233,7399700,6.0
517933,7400237,6.0
517700,7400340,6.0
515728,7402517,6.0
515164,7409724,6.0
512335,7459857,6.0
509058,7464083,6.0
459885,6727896,6.0
470216,6734873,6.0
472439,6738836,6.0
480308,6748666,6.0
494838,6750647,6.0
498430,6751985,6.0
501965,6752381,6.0
514632,6752500,6.0
521574,6753268,6.0
553533,6764609,6.0
595572,6785786,6.0
604300,6794736,6.0
658726,6924720,6.0
655946,6926976,6.0
642339,6946310,6.0
642493,6947124,6.0
645115,6971916,6.0
628554,7003269,6.0
626966,7004480,6.0
623930,7007098,6.0
601265,7043664,6.0
594665,7057207,6.0
567960,7088182,6.0
565946,7094535,6.0
565120,7096027,6.0
564315,7098146,6.0
393425,6681092,6.0
407642,6684039,6.0
419886,6692648,6.0
421225,6693832,6.0
421848,6694128,6.0
422841,6694752,6.0
440010,6706412,6.0
475328,6705729,6.0
489830,6707076,6.0
497414,6709971,6.0
505439,6714920,6.0
518333,6714542,6.0
519544,6714720,6.0
519947,6714823,6.0
520367,6714846,6.0
524073,6714322,6.0
526431,6714698,6.0
534974,6715302,6.0
546581,6719167,6.0
235951,6713688,6.0
234143,6717496,6.0
233932,6718108,6.0
232692,6722589,6.0
231658,6724980,6.0
230475,6727897,6.0
230247,6728410,6.0
229692,6730843,6.0
229589,6731609,6.0
229506,6732230,6.0
229119,6734323,6.0
228901,6734846,6.0
226159,6738797,6.0
225648,6740198,6.0
225120,6742129,6.0
222380,6746894,6.0
220704,6750662,6.0
214238,6758962,6.0
207717,6768526,6.0
206439,6775937,6.0
204285,6782394,6.0
204340,6787146,6.0
211967,6793845,6.0
214321,6809433,6.0
215952,6817630,6.0
219010,6821357,6.0
220870,6826825,6.0
224540,6836290,6.0
223297,6843668,6.0
219279,6862092,6.0
214369,6893414,6.0
212625,6919417,6.0
214647,6943491,6.0
219332,6955625,6.0
221354,6959290,6.0
232705,6986297,6.0
230649,7006969,6.0
233594,7010889,6.0
236241,7011962,6.0
243447,7014120,6.0
249256,7013347,6.0
258122,7018355,6.0
262901,7022166,6.0
264460,7024133,6.0
266336,7025030,6.0
270527,7032942,6.0
272419,7036661,6.0
303771,7074399,6.0
314819,7086700,6.0
315382,7086952,6.0
321024,7088655,6.0
342061,7122421,6.0
342935,7124000,6.0
345445,7126341,6.0
348236,7128068,6.0
368735,7152797,6.0
377527,7170371,6.0
399408,7177722,6.0
401983,7178353,6.0
404724,7179045,6.0
428025,7188707,6.0
247289,6722321,6.0
252267,6726414,6.0
255477,6729029,6.0
262038,6734351,6.0
268947,6738266,6.0
273325,6742648,6.0
279124,6748556,6.0
279690,6748966,6.0
288790,6756953,6.0
294299,6759861,6.0
306200,6765442,6.0
307190,6765817,6.0
310516,6770443,6.0
316038,6778796,6.0
317320,6779387,6.0
318259,6779648,6.0
319728,6780606,6.0
321183,6782628,6.0
321991,6783670,6.0
330919,6819174,6.0
332384,6819173,6.0
333723,6821689,6.0
354605,6839206,6.0
356335,6840462,6.0
387260,6849672,6.0
393399,6854148,6.0
397731,6856199,6.0
413532,6868726,6.0
420134,6874508,6.0
431313,6893050,6.0
431656,6895427,6.0
433700,6899124,6.0
450979,6902218,6.0
451624,6902734,6.0
468798,6906613,6.0
474530,6910248,6.0
494916,6932137,6.0
513173,6946253,6.0
515679,6946888,6.0
546978,6978983,6.0
575176,6966109,6.0
575176,6966109,6.0
587025,6959997,6.0
619723,6946890,6.0
626543,6945729,6.0
632899,6946949,6.0
640011,6946021,6.0
640018,6946015,6.0
683198,6899253,6.0
683346,6899052,6.0
271531,6723624,6.0
274775,6725510,6.0
290047,6735680,6.0
291214,6736150,6.0
293744,6737386,6.0
293884,6737481,6.0
296108,6739165,6.0
299809,6742332,6.0
300101,6742571,6.0
310317,6745454,6.0
314410,6748180,6.0
324923,6747671,6.0
329969,6747888,6.0
331045,6747632,6.0
334821,6747180,6.0
347935,6751254,6.0
348789,6751821,6.0
364529,6762855,6.0
365801,6766453,6.0
316499,6823553,6.0
298788,6824473,6.0
296805,6824378,6.0
286031,6825741,6.0
282452,6825786,6.0
271022,6824753,6.0
264908,6823960,6.0
246198,6824591,6.0
240219,6823880,6.0
239928,6823909,6.0
239246,6823911,6.0
238942,6823885,6.0
205151,6789846,6.0
207886,6790000,6.0
213496,6787086,6.0
225927,6785369,6.0
229451,6787429,6.0
234845,6787400,6.0
243094,6788586,6.0
244113,6788847,6.0
259516,6790329,6.0
269180,6794472,6.0
269277,6795017,6.0
270056,6797286,6.0
272978,6802743,6.0
288884,6807711,6.0
291591,6809414,6.0
298098,6812103,6.0
302198,6813854,6.0
302596,6814065,6.0
305343,6815732,6.0
306742,6815935,6.0
308516,6816276,6.0
310956,6817727,6.0
311765,6818096,6.0
321919,6822798,6.0
324418,6823829,6.0
325769,6823078,6.0
325791,6822991,6.0
326298,6823002,6.0
326724,6823100,6.0
328791,6823476,6.0
330073,6822902,6.0
330387,6822946,6.0
333759,6822470,6.0
334307,6822263,6.0
338908,6819991,6.0
342081,6818075,6.0
346118,6815667,6.0
347527,6812934,6.0
350660,6810541,6.0
350956,6810222,6.0
354837,6802623,6.0
355701,6799048,6.0
368656,6785197,6.0
373840,6783346,6.0
374164,6783204,6.0
374291,6783152,6.0
383321,6777865,6.0
384422,6776522,6.0
419740,6762228,6.0
423225,6761928,6.0
425677,6761487,6.0
426311,6761291,6.0
427450,6761021,6.0
427743,6761008,6.0
434158,6758254,6.0
443257,6755103,6.0
446904,6754693,6.0
454429,6754054,6.0
456113,6753393,6.0
459537,6753518,6.0
468707,6749758,6.0
472347,6748902,6.0
335375,7051297,6.0
336980,7047958,6.0
339783,7043303,6.0
346186,7036998,6.0
375966,6994700,6.0
395505,6973964,6.0
405552,6959975,6.0
407724,6956538,6.0
414060,6951944,6.0
414061,6951944,6.0
459816,6895720,6.0
475902,6881416,6.0
485715,6874120,6.0
500487,6858046,6.0
504818,6852988,6.0
514371,6838794,6.0
541058,6780418,6.0
543978,6778065,6.0
573927,6869938,6.0
588976,6863932,6.0
601165,6861026,6.0
601995,6860884,6.0
606134,6862413,6.0
606333,6862447,6.0
609637,6862974,6.0
613894,6859932,6.0
492097,6731500,6.0
488455,6743199,6.0
488769,6745050,6.0
488777,6745121,6.0
487353,6749933,6.0
495962,6762346,6.0
510285,6804887,6.0
512029,6810290,6.0
513667,6812419,6.0
325346,6991315,6.0
325869,6991336,6.0
329345,6991711,6.0
338069,6992050,6.0
375078,6992706,6.0
250260,6994078,6.0
253292,6994357,6.0
260241,6994618,6.0
266910,6990306,6.0
268287,6988697,6.0
279641,6980181,6.0
281700,6978729,6.0
